Reference,Journal_name,Publication_year,Experiment_year,IF,Data_details,Variable_name,Variable_identity,Plant_species,Plant_status,Herbivore_feeding_guild,cor,n,zr,var,Bio_var
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Acer rubrum,Native,Defoliators,-0.9111920915896121,4,-1.5345033766828053,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Acer rubrum,Native,Gallers,-0.07304164436912008,4,-0.07317195614133314,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Acer rubrum,Native,Miners,-0.9241823049007178,4,-1.6169623349089133,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Alnus incana,Native,All folivores,0.5569638321273855,6,0.6284207662965459,0.3333333333333333,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Alnus incana,Native,Defoliators,0.696127999319131,6,0.8597483612264767,0.3333333333333333,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Alnus incana,Native,Gallers,0.3108178359589612,6,0.32145044928011934,0.3333333333333333,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Alnus incana,Native,Miners,0.3588679765108408,6,0.37558593065527124,0.3333333333333333,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Alnus viridis,Native,All folivores,0.7691227514251447,5,1.0181764521055605,0.5,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Alnus viridis,Native,Defoliators,0.8609160399276009,5,1.2968731799900333,0.5,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Alnus viridis,Native,Gallers,-0.09046611502608273,5,-0.09071412915526855,0.5,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Alnus viridis,Native,Miners,-0.2829617161685378,5,-0.290898645611858,0.5,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Betula nana,Native,All folivores,0.30508976643883984,4,0.31512221352752906,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Betula nana,Native,Defoliators,0.30508976643883984,4,0.31512221352752906,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Betula pendula,Native,All folivores,0.448707252893893,13,0.48308045924709025,0.1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Betula pendula,Native,Defoliators,0.43658644148508224,13,0.46800556550122,0.1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Betula pendula,Native,Gallers,-0.19740897798506604,13,-0.20003502235949203,0.1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Betula pendula,Native,Miners,0.06101549704598247,13,0.06109138464348227,0.1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Betula platyphylla,Native,All folivores,-0.09720704438408645,8,-0.0975149686380409,0.2,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Betula platyphylla,Native,Defoliators,0.40112388319913966,8,0.4249876036168372,0.2,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Betula platyphylla,Native,Gallers,-0.4393644915235714,8,-0.47144299648626137,0.2,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Betula platyphylla,Native,Miners,0.6192631525525131,8,0.7238090166366037,0.2,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Betula pubescens,Native,All folivores,0.6247411084608517,10,0.7327437994969452,0.14285714285714285,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Betula pubescens,Native,Defoliators,0.6027946448813893,10,0.6975253117011713,0.14285714285714285,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Betula pubescens,Native,Gallers,0.3646547636212473,10,0.3822441123580276,0.14285714285714285,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Betula pubescens,Native,Miners,0.3053378725831268,10,0.3153958063426115,0.14285714285714285,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Carpinus betulus,Native,All folivores,0.45633740429694986,4,0.49267555484165293,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Carpinus betulus,Native,Defoliators,0.6684752033248756,4,0.8079814140810281,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Carpinus betulus,Native,Gallers,-0.7572811196315631,4,-0.989809586220867,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Carpinus betulus,Native,Miners,-0.4350465349743715,4,-0.4661045956267771,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Corylus avellana,Native,All folivores,0.18977748155483817,3,0.1921063271306813,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Corylus avellana,Native,Defoliators,0.2400597523137187,3,0.2448375180318773,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Corylus avellana,Native,Miners,-0.9470645344721682,3,-1.8025023051655313,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Cotoneaster melanocarpus,Native,All folivores,0.48400903126268285,3,0.5282066232919995,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Cotoneaster melanocarpus,Native,Defoliators,-0.7401595518165025,3,-0.9508321513175138,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Cotoneaster melanocarpus,Native,Gallers,0.07827870026236701,3,0.07843917635063266,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Cotoneaster melanocarpus,Native,Miners,0.9845993017194234,3,2.4293797291721715,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Dasiphora fruticosa,Native,All folivores,-0.34622925229095414,3,-0.36115303276791216,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Dasiphora fruticosa,Native,Defoliators,-0.34622925229095414,3,-0.36115303276791216,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Fagus sylvatica,Native,All folivores,0.0869351660404866,4,0.08715517520392124,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Fagus sylvatica,Native,Defoliators,-0.18703718230943003,4,-0.1892651724614186,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Fagus sylvatica,Native,Gallers,0.3777447149601359,4,0.3974263710580449,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Fagus sylvatica,Native,Miners,0.7833365625768532,4,1.0539480960507093,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Prunus padus,Native,All folivores,0.7161757087788523,3,0.8997491576953632,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Prunus padus,Native,Defoliators,-0.6756199052972003,3,-0.8210112542484075,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Prunus padus,Native,Gallers,0.9962578144438516,3,3.139679900017368,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Prunus padus,Native,Miners,0.9978641674268243,3,3.420488718972743,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Quercus mongolica,Native,All folivores,-0.2165824183559866,4,-0.22006752330110038,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Quercus mongolica,Native,Defoliators,-0.22970155122771413,4,-0.2338743710429913,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Quercus mongolica,Native,Gallers,0.5168644726355589,4,0.5720517135200427,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Quercus mongolica,Native,Miners,0.9988856889286066,4,3.7460544039887944,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Quercus pubescens,Native,All folivores,0.9411933390887098,3,1.7484015284475865,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Quercus pubescens,Native,Defoliators,0.9462566412969886,3,1.7947215175689744,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Quercus pubescens,Native,Gallers,-0.8219949365267863,3,-1.1629376511878051,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Quercus pubescens,Native,Miners,-0.7490444137900459,3,-0.970774446205743,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Quercus robur,Native,All folivores,-0.29218098186944946,8,-0.3009491582359142,0.2,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Quercus robur,Native,Defoliators,-0.30602726194328883,8,-0.3161562533023065,0.2,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Quercus robur,Native,Gallers,0.013919916494618169,8,0.013920815659071505,0.2,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Quercus robur,Native,Miners,-0.2204032055810909,8,-0.22407986185318635,0.2,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Salix caprea,Native,All folivores,0.5776483741068255,7,0.6589262213388686,0.25,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Salix caprea,Native,Defoliators,0.659567284478349,7,0.7920473371173371,0.25,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Salix caprea,Native,Gallers,0.3845937322664069,7,0.4054396969191766,0.25,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Salix caprea,Native,Miners,-0.22071867595383973,7,-0.22441146370728562,0.25,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Salix dasyclados,Native,All folivores,0.6435219542003469,3,0.7641620479329178,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Salix dasyclados,Native,Defoliators,0.7513488108179731,3,0.9760452256893426,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Salix dasyclados,Native,Gallers,-0.9920645329164457,3,-2.762792308852138,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Salix dasyclados,Native,Miners,0.6049173981197841,3,0.7008663535854261,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Salix phylicifolia,Native,All folivores,0.2538692455304247,5,0.25954429345574187,0.5,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Salix phylicifolia,Native,Defoliators,0.29043755541895533,5,0.2990440626346034,0.5,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Salix phylicifolia,Native,Gallers,-0.5533611801622441,5,-0.6232130533736909,0.5,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Salix phylicifolia,Native,Miners,-0.18514384999574027,5,-0.18730392200156637,0.5,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Salix polaris,Native,All folivores,0.9980224192852624,3,3.4590194718136393,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Salix polaris,Native,Defoliators,0.9999989394741586,3,7.224946173190337,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses,Herbivory,Salix polaris,Native,Gallers,0.9915985978403851,3,2.734147147524144,1,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses_Asia,Herbivory,Populus tremula,Native,All folivores,0.5583830348045181,5,0.6304805673755485,0.5,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses_Asia,Herbivory,Populus tremula,Native,Defoliators,0.28131152713143004,5,0.28910573871376977,0.5,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses_Asia,Herbivory,Populus tremula,Native,Gallers,-0.6413503110729248,5,-0.7604642136126277,0.5,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses_Asia,Herbivory,Populus tremula,Native,Miners,0.6051279787839248,5,0.7011985272319363,0.5,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses_Europe,Herbivory,Populus tremula,Native,All folivores,-0.21282457605171928,5,-0.21612807645243876,0.5,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses_Europe,Herbivory,Populus tremula,Native,Defoliators,-0.18284693277439434,5,-0.18492651823864473,0.5,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses_Europe,Herbivory,Populus tremula,Native,Gallers,0.005215664847573347,5,0.0052157121425334,0.5,Bio_18
Kozlov et al. 2015c,Global Ecology and Biogeography,2015,2015,7.7,Data from Appendix S3,Losses_Europe,Herbivory,Populus tremula,Native,Miners,-0.7941059866303988,5,-1.082450290539417,0.5,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Betula pendula,Native,All folivores,0.3143489887479123,9,0.3253639940549102,0.16666666666666666,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Betula pendula,Native,Defoliators,0.541727419445667,9,0.6065973032904792,0.16666666666666666,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Betula pendula,Native,Gallers,-0.4548237576293591,9,-0.49076546030410373,0.16666666666666666,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Betula pendula,Native,Miners,0.24788785520551027,9,0.25316112186672596,0.16666666666666666,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Betula pubescens,Native,All folivores,0.9991270056828943,3,3.8681460499350235,1,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Betula pubescens,Native,Defoliators,0.999845938186506,3,4.735613398223111,1,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Betula pubescens,Native,Gallers,-0.5,3,-0.5493061443340549,1,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Betula pubescens,Native,Miners,0.918823782843357,3,1.5814226760442762,1,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Quercus robur,Native,All folivores,-0.5081876090759458,5,-0.5602833127598473,0.5,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Quercus robur,Native,Defoliators,-0.5169136473234007,5,-0.5721188163630475,0.5,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Quercus robur,Native,Gallers,-0.2261904761904761,5,-0.23017085916699923,0.5,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Quercus robur,Native,Miners,-0.4806845202877898,5,-0.5238741071645333,0.5,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Salix caprea,Native,All folivores,0.5222896883171294,7,0.5794831740105614,0.25,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Salix caprea,Native,Defoliators,0.5079320764353555,7,0.5599388712063501,0.25,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Salix caprea,Native,Gallers,-0.23665021571846914,7,-0.24122260254144703,0.25,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Salix caprea,Native,Miners,0.2894163017801667,7,0.297929086629621,0.25,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Sorbus aucuparia,Native,All folivores,-0.003380830181365734,7,-0.003380843062431393,0.25,Bio_18
Kozlov et al. 2017,Global Change Biology,2017,2010,13,Data from Table S3,Consumed area (%) in rural site,Herbivory,Sorbus aucuparia,Native,Defoliators,0.025793968885986843,7,0.025799691661064616,0.25,Bio_18
